date;marketplace;brand;campaign_type;impressions;clicks;orders;spend
2025-03-04;Ozon;ДетиПоносят;Продвижение карточки;24100;289;28;17918
2025-04-17;Ozon;ДетиНосят;Продвижение карточки;194098;8277;1143;132432
2025-10-30;Lamoda;ДетиПоносят;Поиск;45380;2852;272;96968
2025-04-14;Ozon;ДетиПоносят;Каталог;91978;5587;229;229067
2025-02-11;Wildberries;ДетиНеВыносят;Продвижение карточки;33573;1232;119;98560
2025-06-18;Wildberries;ДетиПоносят;Продвижение карточки;29383;1871;271;117873
2025-10-29;Lamoda;ДетиНосят;Продвижение карточки;75784;2211;214;119394
2025-03-25;Lamoda;ДетиНеВыносят;Брендовая реклама;135543;8199;355;180378
2025-08-30;Яндекс Маркет;ДетиПоносят;Каталог;146994;4636;596;78812
2025-10-21;Wildberries;ДетиНеВыносят;Каталог;97026;1742;85;123682
2025-01-07;Яндекс Маркет;ДетиПоносят;Брендовая реклама;5966;370;22;28120
2025-01-01;Wildberries;ДетиНеВыносят;Продвижение карточки;57892;1835;271;117440
2025-01-09;Lamoda;ДетиПоносят;Поиск;197398;14665;1740;439950
2025-01-29;Яндекс Маркет;ДетиПоносят;Брендовая реклама;43291;2747;155;60434
2025-03-05;Ozon;ДетиНеВыносят;Поиск;60248;1625;127;47125
2025-04-22;Ozon;ДетиПоносят;Поиск;151941;7855;730;133535
2025-05-15;Яндекс Маркет;ДетиНосят;Авто-реклама;108536;7605;925;121680
2025-01-20;Lamoda;ДетиНосят;Каталог;95202;2531;267;96178
2025-03-09;Яндекс Маркет;ДетиПоносят;Авто-реклама;75062;3195;194;102240
2025-09-10;Ozon;ДетиПоносят;Авто-реклама;35582;2176;158;108800
2025-09-05;Wildberries;ДетиНеВыносят;Брендовая реклама;26421;1670;187;111890
2025-10-27;Яндекс Маркет;ДетиПоносят;Продвижение карточки;41032;861;121;55104
2025-02-19;Ozon;ДетиПоносят;Продвижение карточки;68370;2525;282;60600
2025-11-26;Wildberries;ДетиНосят;Поиск;187875;5224;172;120152
2025-01-16;Ozon;ДетиНеВыносят;Каталог;86022;2170;295;101990
2025-02-22;Wildberries;ДетиНосят;Брендовая реклама;183220;5611;337;437658
2025-09-28;Lamoda;ДетиНеВыносят;Поиск;108105;2641;289;108281
2025-06-08;Lamoda;ДетиПоносят;Брендовая реклама;23874;1429;53;37154
2025-05-04;Ozon;ДетиПоносят;Продвижение карточки;111181;2046;186;141174
2025-05-06;Lamoda;ДетиНеВыносят;Продвижение карточки;71095;4065;588;321135
2025-12-24;Ozon;ДетиНосят;Поиск;40351;1716;62;72072
2025-01-03;Lamoda;ДетиПоносят;Поиск;93279;1814;186;43536
2025-10-15;Wildberries;ДетиНеВыносят;Продвижение карточки;83812;2173;67;134726
2025-07-23;Ozon;ДетиНосят;Брендовая реклама;99408;5845;467;368235
2025-09-02;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;58443;2548;143;30576
2025-03-14;Wildberries;ДетиНеВыносят;Авто-реклама;96944;5808;261;290400
2025-06-01;Lamoda;ДетиНеВыносят;Брендовая реклама;75951;3112;95;171160
2025-08-05;Ozon;ДетиПоносят;Брендовая реклама;190486;13060;1330;222020
2025-08-31;Ozon;ДетиНосят;Поиск;17570;614;69;38068
2025-09-11;Ozon;ДетиНеВыносят;Продвижение карточки;56406;3745;382;269640
2025-04-14;Lamoda;ДетиНосят;Поиск;148034;6860;923;301840
2025-03-01;Wildberries;ДетиНосят;Авто-реклама;153559;10005;1107;450225
2025-04-25;Wildberries;ДетиПоносят;Продвижение карточки;6238;495;35;9900
2025-08-28;Ozon;ДетиНеВыносят;Авто-реклама;91814;5281;631;401356
2025-11-17;Ozon;ДетиНосят;Продвижение карточки;54218;807;45;20982
2025-10-23;Wildberries;ДетиНеВыносят;Каталог;166033;5151;332;118473
2025-08-05;Wildberries;ДетиПоносят;Продвижение карточки;84170;6692;528;93688
2025-09-02;Wildberries;ДетиНосят;Брендовая реклама;41716;1440;84;60480
2025-02-12;Ozon;ДетиПоносят;Продвижение карточки;54634;2977;419;238160
2025-09-15;Ozon;ДетиНосят;Авто-реклама;33368;1403;117;42090
2025-10-17;Яндекс Маркет;ДетиНосят;Поиск;73578;2046;225;47058
2025-11-28;Lamoda;ДетиНеВыносят;Брендовая реклама;43988;1956;245;80196
2025-07-29;Ozon;ДетиНеВыносят;Брендовая реклама;60066;1197;148;17955
2025-02-15;Ozon;ДетиПоносят;Каталог;77627;1681;118;122713
2025-01-19;Wildberries;ДетиНосят;Поиск;193252;9273;923;333828
2025-12-04;Lamoda;ДетиНеВыносят;Авто-реклама;87744;5121;612;128025
2025-10-04;Wildberries;ДетиНеВыносят;Каталог;127905;6013;625;168364
2025-12-19;Ozon;ДетиПоносят;Каталог;197976;15735;703;519255
2025-08-10;Ozon;ДетиНеВыносят;Авто-реклама;80108;3892;543;66164
2025-03-31;Wildberries;ДетиНеВыносят;Каталог;158779;7107;935;362457
2025-11-16;Lamoda;ДетиНеВыносят;Авто-реклама;124369;2583;266;90405
2025-06-09;Wildberries;ДетиНеВыносят;Каталог;83421;4788;502;311220
2025-06-08;Lamoda;ДетиНеВыносят;Авто-реклама;137473;5806;397;110314
2025-07-06;Яндекс Маркет;ДетиНосят;Брендовая реклама;99426;5288;189;290840
2025-08-23;Lamoda;ДетиНеВыносят;Брендовая реклама;98362;6611;609;99165
2025-10-06;Lamoda;ДетиПоносят;Поиск;59986;3574;384;53610
2025-07-05;Ozon;ДетиНосят;Продвижение карточки;9058;177;8;5133
2025-01-10;Яндекс Маркет;ДетиНосят;Авто-реклама;8494;364;21;8372
2025-12-31;Ozon;ДетиПоносят;Продвижение карточки;87409;3398;107;237860
2025-08-08;Яндекс Маркет;ДетиПоносят;Брендовая реклама;126747;9110;706;728800
2025-05-13;Lamoda;ДетиНеВыносят;Поиск;178382;5718;686;182976
2025-07-16;Lamoda;ДетиНосят;Продвижение карточки;165390;11588;517;347640
2025-12-25;Lamoda;ДетиНеВыносят;Брендовая реклама;23240;1163;161;55824
2025-06-27;Ozon;ДетиНосят;Брендовая реклама;165021;6338;192;399294
2025-12-29;Wildberries;ДетиНосят;Каталог;169998;8573;556;214325
2025-12-08;Lamoda;ДетиНосят;Каталог;125861;9575;1296;679825
2025-06-24;Lamoda;ДетиНосят;Авто-реклама;7728;253;26;8602
2025-11-20;Wildberries;ДетиНосят;Брендовая реклама;58612;3137;280;232138
2025-06-05;Lamoda;ДетиПоносят;Поиск;32800;439;33;12731
2025-09-06;Ozon;ДетиПоносят;Брендовая реклама;25735;1923;221;111534
2025-04-11;Ozon;ДетиНеВыносят;Брендовая реклама;105973;4260;570;208740
2025-04-20;Lamoda;ДетиНеВыносят;Авто-реклама;37168;726;106;30492
2025-07-02;Ozon;ДетиПоносят;Продвижение карточки;51439;3026;282;151300
2025-10-21;Ozon;ДетиНосят;Авто-реклама;84781;6185;489;488615
2025-11-01;Wildberries;ДетиПоносят;Продвижение карточки;23316;749;60;12733
2025-12-27;Ozon;ДетиНосят;Поиск;191610;1918;87;28770
2025-01-05;Яндекс Маркет;ДетиНосят;Поиск;101356;3946;526;153894
2025-05-05;Ozon;ДетиНеВыносят;Брендовая реклама;172381;2651;112;29161
2025-01-21;Lamoda;ДетиПоносят;Авто-реклама;142009;4471;282;236963
2025-04-24;Яндекс Маркет;ДетиПоносят;Каталог;125169;5349;681;117678
2025-05-18;Яндекс Маркет;ДетиПоносят;Поиск;85574;3264;391;101184
2025-12-23;Lamoda;ДетиНеВыносят;Авто-реклама;188998;11696;943;187136
2025-06-23;Яндекс Маркет;ДетиНеВыносят;Каталог;114479;3509;301;277211
2025-08-19;Wildberries;ДетиПоносят;Брендовая реклама;109965;6011;708;66121
2025-03-09;Wildberries;ДетиПоносят;Авто-реклама;48292;2952;286;165312
2025-04-11;Ozon;ДетиНосят;Каталог;84988;4060;231;81200
2025-10-22;Ozon;ДетиПоносят;Брендовая реклама;82580;4369;591;161653
2025-12-29;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;33160;1204;69;65016
2025-06-27;Ozon;ДетиПоносят;Продвижение карточки;148860;2883;279;109554
2025-08-17;Ozon;ДетиНеВыносят;Каталог;62052;2177;194;69664
2025-03-09;Wildberries;ДетиПоносят;Брендовая реклама;61137;703;66;27417
2025-10-20;Ozon;ДетиНосят;Продвижение карточки;142528;8892;1120;409032
2025-12-02;Wildberries;ДетиНосят;Продвижение карточки;83416;4281;254;192645
2025-07-26;Wildberries;ДетиНеВыносят;Каталог;181885;7559;808;98267
2025-02-23;Ozon;ДетиПоносят;Поиск;93155;6116;584;159016
2025-08-23;Wildberries;ДетиПоносят;Авто-реклама;129481;9061;923;299013
2025-05-06;Яндекс Маркет;ДетиПоносят;Авто-реклама;127450;9297;446;446256
2025-11-24;Lamoda;ДетиНеВыносят;Брендовая реклама;28614;1403;197;61732
2025-04-11;Wildberries;ДетиПоносят;Брендовая реклама;11806;166;22;7138
2025-08-13;Wildberries;ДетиНосят;Поиск;84317;4477;575;165649
2025-05-21;Яндекс Маркет;ДетиНосят;Авто-реклама;48785;2861;335;68664
2025-11-08;Яндекс Маркет;ДетиПоносят;Каталог;110888;2205;166;55125
2025-06-10;Яндекс Маркет;ДетиНосят;Брендовая реклама;111762;4594;284;349144
2025-08-17;Wildberries;ДетиНеВыносят;Каталог;30070;373;22;16412
2025-10-18;Яндекс Маркет;ДетиНосят;Продвижение карточки;32831;2137;215;104713
2025-05-20;Яндекс Маркет;ДетиПоносят;Брендовая реклама;12295;441;32;19404
2025-10-10;Ozon;ДетиНосят;Брендовая реклама;124519;8778;1235;245784
2025-10-22;Lamoda;ДетиНеВыносят;Авто-реклама;111162;7477;1053;426189
2025-04-23;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;89865;1331;137;103818
2025-10-26;Lamoda;ДетиНеВыносят;Каталог;159669;9489;1089;341604
2025-04-15;Wildberries;ДетиПоносят;Авто-реклама;7796;261;37;7830
2025-11-19;Wildberries;ДетиПоносят;Продвижение карточки;67528;3656;220;208392
2025-11-20;Ozon;ДетиНеВыносят;Каталог;81091;6349;453;146027
2025-09-30;Lamoda;ДетиПоносят;Продвижение карточки;114561;5271;467;142317
2025-03-30;Ozon;ДетиПоносят;Авто-реклама;68799;4587;210;243111
2025-05-10;Ozon;ДетиПоносят;Поиск;89770;3918;308;90114
2025-11-02;Wildberries;ДетиПоносят;Авто-реклама;151342;2740;405;167140
2025-07-09;Lamoda;ДетиНеВыносят;Каталог;7863;171;25;10944
2025-09-22;Ozon;ДетиНеВыносят;Брендовая реклама;39895;3042;299;182520
2025-11-16;Яндекс Маркет;ДетиНосят;Каталог;60351;2675;182;139100
2025-11-27;Яндекс Маркет;ДетиПоносят;Авто-реклама;57035;4344;478;47784
2025-02-02;Ozon;ДетиНосят;Авто-реклама;115280;9159;322;357201
2025-11-21;Ozon;ДетиНосят;Поиск;184787;12705;695;495495
2025-02-17;Wildberries;ДетиНосят;Авто-реклама;121930;7397;249;258895
2025-07-15;Wildberries;ДетиНосят;Авто-реклама;137951;5656;801;254520
2025-03-25;Яндекс Маркет;ДетиПоносят;Каталог;191805;12255;969;625005
2025-10-04;Lamoda;ДетиНосят;Продвижение карточки;160669;5771;712;427054
2025-09-14;Wildberries;ДетиНеВыносят;Поиск;78242;1601;155;20813
2025-03-19;Яндекс Маркет;ДетиНеВыносят;Поиск;66808;1777;126;63972
2025-12-04;Wildberries;ДетиНосят;Поиск;115579;5760;209;63360
2025-07-28;Lamoda;ДетиНосят;Брендовая реклама;69586;1757;180;77308
2025-07-15;Яндекс Маркет;ДетиПоносят;Поиск;68219;4337;504;320938
2025-04-11;Wildberries;ДетиПоносят;Поиск;154091;9198;858;174762
2025-03-29;Ozon;ДетиНеВыносят;Каталог;80365;3210;355;150870
2025-04-20;Ozon;ДетиНеВыносят;Продвижение карточки;69187;1167;92;18672
2025-03-15;Lamoda;ДетиНосят;Авто-реклама;159935;6682;226;113594
2025-02-14;Яндекс Маркет;ДетиНосят;Авто-реклама;81741;3704;268;155568
