sku_id;article;sku_name;category;brand;supplier;collection;gender;season;color;size;cost_price;retail_price;commission_percent;logistics_cost;storage_cost;weight_g
167;ДЕТ-000167;Пижама хлопковая красный;Пижамы;ДетиПоносят;ООО Детский Мир;New;Девочки;Осень;Красный;104;1946;4640.0;12;98;14;1126
168;ДЕТ-000168;Худи на молнии серый;Худи;ДетиНосят;Kids Factory;Basic;Девочки;Лето;Серый;116;3340;10020.0;12;152;13;324
169;ДЕТ-000169;Штаны утепленные черный;Штаны;ДетиНеВыносят;Kids Factory;Premium;Мальчики;Осень;Черный;116;3794;9030.0;18;129;34;876
170;ДЕТ-000170;Худи утепленное серый;Худи;ДетиПоносят;Fashion Group;Sport;Девочки;Осень;Серый;116;3990;10210.0;20;93;15;886
171;ДЕТ-000171;Комбинезон хлопковый черный;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;Casual;Девочки;Весна;Черный;80;3325;10540.0;18;75;31;920
172;ДЕТ-000172;Футболка базовая зеленый;Футболки;ДетиНосят;Kids Factory;New;Мальчики;Зима;Зеленый;140;1920;6510.0;18;132;36;1168
173;ДЕТ-000173;Комбинезон утепленный бежевый;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Девочки;Осень;Бежевый;98;2865;7350.0;18;146;15;1171
174;ДЕТ-000174;Пижама с принтом черный;Пижамы;ДетиНосят;Happy Textile;New;Девочки;Осень;Черный;104;811;2180.0;18;138;11;946
175;ДЕТ-000175;Худи оверсайз синий;Худи;ДетиНеВыносят;Fashion Group;Basic;Девочки;Осень;Синий;116;3827;12010.0;20;60;21;308
176;ДЕТ-000176;Джоггеры белый;Штаны;ДетиПоносят;Fashion Group;New;Унисекс;Зима;Белый;134;2309;5340.0;12;149;11;647
177;ДЕТ-000177;Футболка базовая синий;Футболки;ДетиНеВыносят;Happy Textile;Basic;Девочки;Весна;Синий;128;3630;8380.0;20;219;24;845
178;ДЕТ-000178;Джоггеры розовый;Штаны;ДетиНеВыносят;Kids Factory;Sport;Мальчики;Осень;Розовый;122;1197;3960.0;12;69;5;153
179;ДЕТ-000179;Футболка оверсайз синий;Футболки;ДетиПоносят;Fashion Group;Casual;Девочки;Весна;Синий;128;2491;7240.0;18;108;29;1047
180;ДЕТ-000180;Пижама хлопковая синий;Пижамы;ДетиНосят;Happy Textile;New;Унисекс;Зима;Синий;134;1866;6510.0;20;208;32;1136
181;ДЕТ-000181;Пижама с принтом синий;Пижамы;ДетиНосят;Happy Textile;Sport;Мальчики;Осень;Синий;110;3575;8090.0;10;131;34;186
182;ДЕТ-000182;Пижама с принтом черный;Пижамы;ДетиНеВыносят;Happy Textile;New;Мальчики;Зима;Черный;140;2543;8390.0;20;214;11;182
183;ДЕТ-000183;Джоггеры серый;Штаны;ДетиНосят;ООО Детский Мир;New;Унисекс;Весна;Серый;134;3218;7410.0;15;141;27;772
184;ДЕТ-000184;Футболка оверсайз красный;Футболки;ДетиНосят;ООО Текстиль Плюс;New;Мальчики;Весна;Красный;128;2410;5720.0;10;64;6;536
185;ДЕТ-000185;Комбинезон хлопковый серый;Комбинезоны;ДетиПоносят;Kids Factory;New;Мальчики;Весна;Серый;116;2669;8980.0;12;181;14;606
186;ДЕТ-000186;Комбинезон хлопковый красный;Комбинезоны;ДетиНосят;Kids Factory;New;Девочки;Осень;Красный;80;2557;6000.0;15;198;22;505
187;ДЕТ-000187;Футболка хлопковая синий;Футболки;ДетиНеВыносят;ООО Текстиль Плюс;New;Унисекс;Осень;Синий;116;2171;7050.0;15;51;15;628
188;ДЕТ-000188;Пижама с принтом розовый;Пижамы;ДетиНеВыносят;Happy Textile;Casual;Девочки;Весна;Розовый;128;3670;8380.0;15;190;30;598
189;ДЕТ-000189;Куртка мембранная красный;Куртки;ДетиПоносят;Fashion Group;Premium;Девочки;Весна;Красный;128;478;1220.0;10;121;28;616
190;ДЕТ-000190;Куртка зимняя розовый;Куртки;ДетиНеВыносят;Kids Factory;New;Девочки;Осень;Розовый;116;2727;8070.0;12;137;27;536
191;ДЕТ-000191;Пижама хлопковая розовый;Пижамы;ДетиНосят;ООО Текстиль Плюс;Premium;Унисекс;Зима;Розовый;122;482;1500.0;20;87;5;164
192;ДЕТ-000192;Куртка мембранная бежевый;Куртки;ДетиНосят;Fashion Group;Basic;Девочки;Лето;Бежевый;140;1779;5230.0;12;236;35;328
193;ДЕТ-000193;Худи оверсайз зеленый;Худи;ДетиНосят;Kids Factory;New;Унисекс;Осень;Зеленый;134;1076;3100.0;18;229;14;925
194;ДЕТ-000194;Худи утепленное серый;Худи;ДетиНосят;Fashion Group;Premium;Девочки;Лето;Серый;122;3618;10450.0;18;153;16;904
195;ДЕТ-000195;Пижама хлопковая бежевый;Пижамы;ДетиНеВыносят;Happy Textile;Premium;Мальчики;Осень;Бежевый;98;2748;6860.0;12;135;18;1079
196;ДЕТ-000196;Штаны утепленные бежевый;Штаны;ДетиНосят;Fashion Group;New;Унисекс;Осень;Бежевый;110;1937;6320.0;15;220;40;197
197;ДЕТ-000197;Пижама с принтом красный;Пижамы;ДетиНосят;Happy Textile;New;Унисекс;Осень;Красный;86;1817;5800.0;20;158;21;965
198;ДЕТ-000198;Джоггеры черный;Штаны;ДетиНосят;Happy Textile;Premium;Девочки;Лето;Черный;86;3953;8980.0;12;58;30;159
199;ДЕТ-000199;Футболка хлопковая черный;Футболки;ДетиПоносят;Kids Factory;Sport;Девочки;Лето;Черный;86;1387;3630.0;12;165;32;1141
200;ДЕТ-000200;Куртка зимняя серый;Куртки;ДетиНеВыносят;Kids Factory;Casual;Мальчики;Весна;Серый;122;2829;7600.0;12;64;15;303
201;ДЕТ-000201;Пижама с принтом черный;Пижамы;ДетиПоносят;Kids Factory;Basic;Унисекс;Зима;Черный;92;1957;5120.0;20;242;13;458
202;ДЕТ-000202;Комбинезон демисезонный серый;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;Sport;Мальчики;Зима;Серый;98;485;1210.0;20;54;37;198
203;ДЕТ-000203;Пижама хлопковая серый;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Унисекс;Лето;Серый;86;540;1430.0;18;73;17;1012
204;ДЕТ-000204;Пижама с принтом серый;Пижамы;ДетиПоносят;ООО Детский Мир;Premium;Девочки;Осень;Серый;128;1479;3480.0;15;109;27;759
205;ДЕТ-000205;Пижама хлопковая бежевый;Пижамы;ДетиНосят;ООО Детский Мир;Sport;Девочки;Осень;Бежевый;122;2602;7150.0;20;219;10;634
206;ДЕТ-000206;Комбинезон утепленный красный;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;Sport;Унисекс;Зима;Красный;104;1680;3770.0;18;241;28;804
207;ДЕТ-000207;Штаны утепленные зеленый;Штаны;ДетиНосят;Kids Factory;Basic;Унисекс;Зима;Зеленый;128;1053;3370.0;12;228;28;994
208;ДЕТ-000208;Футболка хлопковая белый;Футболки;ДетиПоносят;ООО Детский Мир;Basic;Девочки;Весна;Белый;140;2338;7010.0;12;130;22;265
209;ДЕТ-000209;Куртка мембранная красный;Куртки;ДетиПоносят;Happy Textile;New;Унисекс;Лето;Красный;98;1358;4230.0;12;130;18;709
210;ДЕТ-000210;Штаны утепленные серый;Штаны;ДетиНеВыносят;ООО Детский Мир;Sport;Девочки;Осень;Серый;122;540;1870.0;10;55;9;892
211;ДЕТ-000211;Футболка хлопковая красный;Футболки;ДетиНеВыносят;ООО Текстиль Плюс;New;Унисекс;Лето;Красный;104;1790;3980.0;10;90;26;616
212;ДЕТ-000212;Худи утепленное синий;Худи;ДетиПоносят;Fashion Group;Sport;Унисекс;Осень;Синий;128;3078;9350.0;18;116;38;736
213;ДЕТ-000213;Куртка демисезонная розовый;Куртки;ДетиПоносят;ООО Детский Мир;New;Мальчики;Зима;Розовый;128;3942;13380.0;12;70;20;1024
214;ДЕТ-000214;Комбинезон хлопковый белый;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;New;Девочки;Лето;Белый;116;2731;8990.0;12;248;18;1161
215;ДЕТ-000215;Худи утепленное белый;Худи;ДетиНеВыносят;Kids Factory;Premium;Мальчики;Весна;Белый;140;1410;3410.0;20;138;37;1183
216;ДЕТ-000216;Куртка демисезонная бежевый;Куртки;ДетиПоносят;Happy Textile;New;Девочки;Зима;Бежевый;134;2046;5130.0;15;226;19;291
217;ДЕТ-000217;Футболка оверсайз бежевый;Футболки;ДетиПоносят;ООО Текстиль Плюс;New;Девочки;Осень;Бежевый;128;3772;8930.0;10;66;37;158
218;ДЕТ-000218;Футболка базовая синий;Футболки;ДетиПоносят;ООО Детский Мир;Premium;Девочки;Лето;Синий;86;1323;2940.0;15;130;19;356
219;ДЕТ-000219;Комбинезон хлопковый черный;Комбинезоны;ДетиНосят;Happy Textile;Casual;Девочки;Осень;Черный;116;742;2160.0;15;174;19;809
220;ДЕТ-000220;Куртка демисезонная черный;Куртки;ДетиНеВыносят;Fashion Group;Sport;Мальчики;Осень;Черный;86;1869;5100.0;18;169;40;721
221;ДЕТ-000221;Куртка мембранная зеленый;Куртки;ДетиНосят;ООО Текстиль Плюс;Casual;Девочки;Осень;Зеленый;110;2442;6740.0;12;166;29;961
222;ДЕТ-000222;Футболка оверсайз бежевый;Футболки;ДетиНеВыносят;Happy Textile;Basic;Мальчики;Весна;Бежевый;140;1973;6700.0;20;201;22;230
223;ДЕТ-000223;Пижама хлопковая белый;Пижамы;ДетиНосят;Kids Factory;Casual;Мальчики;Зима;Белый;86;1526;5070.0;20;236;15;486
224;ДЕТ-000224;Худи утепленное красный;Худи;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Девочки;Лето;Красный;86;748;1690.0;20;240;29;309
225;ДЕТ-000225;Комбинезон демисезонный черный;Комбинезоны;ДетиНосят;ООО Текстиль Плюс;Basic;Мальчики;Зима;Черный;98;971;2730.0;20;55;10;850
226;ДЕТ-000226;Футболка оверсайз зеленый;Футболки;ДетиНеВыносят;Fashion Group;Sport;Девочки;Лето;Зеленый;98;1780;5020.0;10;106;20;675
227;ДЕТ-000227;Худи оверсайз розовый;Худи;ДетиНосят;Happy Textile;New;Мальчики;Лето;Розовый;110;2384;6340.0;15;84;37;449
228;ДЕТ-000228;Худи утепленное розовый;Худи;ДетиНеВыносят;Happy Textile;Premium;Мальчики;Зима;Розовый;134;620;1480.0;20;125;29;1088
229;ДЕТ-000229;Пижама с принтом бежевый;Пижамы;ДетиПоносят;Kids Factory;Casual;Девочки;Лето;Бежевый;128;2575;8930.0;15;81;24;516
230;ДЕТ-000230;Пижама с принтом зеленый;Пижамы;ДетиПоносят;Kids Factory;Basic;Мальчики;Осень;Зеленый;116;3810;8750.0;12;168;17;874
231;ДЕТ-000231;Комбинезон утепленный зеленый;Комбинезоны;ДетиНеВыносят;Happy Textile;New;Унисекс;Весна;Зеленый;98;2893;9950.0;18;239;26;945
